City of Cupertino,seeks to secure,a firm to provide a citywide AI chatbot solution and support services,Strategic objective,MUST,The City is seeking to secure a firm with the required experience<ET> qualifications<ET> expertise<ET> and resources to perform the services identified in this Request for Proposal.,True
AI chatbot,must ensure,WCAG 2.1 AA compliance for inclusive access and responsive design across all platforms,Accessibility,MUST,Ensure WCAG 2.1 accessibility compliance and responsive design. Ensure WCAG 2.1 AA compliance for inclusive access.,True
Energy Saving Trust,seeks to appoint,a supplier to provide an AI supported federated enterprise search capability — an AI Knowledge Assistant for all of EST's digital assets,Strategic objective,MUST,Energy Saving Trust is seeking to appoint a supplier to provide an AI supported federated enterprise search capability<ET> in short<ET> an AI Knowledge assistant for all of Energy Saving Trust's digital assets.,True
AI Knowledge Assistant,must cover,the EST website portfolio<ET> Microsoft SharePoint and Office<ET> CRM systems<ET> Intranet<ET> in-house applications<ET> and selected Shared Drives,Integration,MUST,This includes but may not be limited to our website portfolio<ET> Microsoft SharePoint and Office<ET> CRM systems<ET> Intranet<ET> inhouse applications and selected Shared Drives. The content source landscape is dynamic and will change over time.,True
AI system,must understand and process,complex queries in multiple languages using advanced NLP<ET> ensuring high search relevance and accuracy,Functional,MUST,Leveraging advanced natural language processing (NLP)<ET> the system must understand and process complex queries in multiple languages<ET> ensuring high search relevance and accuracy.,True
AI Knowledge Assistant,must provide,customization and flexibility with adaptable workflows<ET> customizable data fields<ET> and user permissions to meet specific business needs,Functional,MUST,Customization and flexibility are essential<ET> with options for adaptable workflows<ET> customizable data fields<ET> and user permissions to meet specific business needs.,True
AI system,must implement,robust encryption<ET> role-based access controls<ET> and adherence to regulatory standards including GDPR<ET> HIPAA<ET> and EU AI Act,Compliance,MUST,Security and compliance are paramount<ET> requiring robust encryption<ET> role-based access controls and adherence to regulatory standards like GDPR<ET> HIPAA<ET> EU AI Act.,True
AI Knowledge Assistant,must offer,a user-friendly interface with intuitive navigation<ET> customizable dashboards<ET> and support for various user roles,Functional,MUST,The solution must offer a user-friendly interface with intuitive navigation<ET> customizable dashboards<ET> and support for various user roles.,True
AI Knowledge Assistant,must be integrated,in the flow of work<ET> specifically within Microsoft Teams,Integration,MUST,The ability to be integrated in the flow of work<ET> i.e. MS Teams.,True
AI system,must deliver,high performance<ET> scalability<ET> and efficient data processing ensuring the system handles increasing data volumes and user bases without degradation,Functional,MUST,High performance<ET> scalability<ET> and efficient data processing capabilities are crucial<ET> ensuring the system can handle increasing data volumes and user bases without degradation.,True
AI Knowledge Assistant,must serve,approximately 500 employees and 120–200 contractors across EST's distributed workforce,Functional,MUST,The solution must serve approximately 500 employees and 120–200 contractors across EST's distributed workforce.,True
AI system,must adapt to,a dynamic content source landscape that changes over time as new data sources are added or removed,Functional,MUST,The content source landscape is dynamic and will change over time.,True
Vendor,must deliver,the solution within a maximum budget of GBP 260<ET>000 over four years at GBP 65<ET>000 per year with annual renewal,Budget,MUST,The maximum budget including estimated hosting costs is GBP260k (GBP65k per year for a period of 4 years) with annual renewal.,True
AI system,must support,federated search across multiple heterogeneous knowledge repositories without centralising data storage,Functional,MUST,Energy Saving Trust is seeking to appoint a supplier to provide an AI supported federated enterprise search capability across all of Energy Saving Trust's digital assets.,True
HM Treasury,needs to upgrade,its Azure/SharePoint-based EDRMS and introduce AI-driven automation to manage more than 17 million digital records,Strategic objective,MUST,HM Treasury uses an Azure/SharePoint based Electronic Document Records Management System (EDRMS)<ET> called Info Store<ET> this system is now ~10 years old. The department has identified some system gaps in Info Store<ET> and it is seeking to make upgrades and take advantage of new technology to automate the through life management of its holdings.,True
New system,must automate,archive<ET> retention<ET> and disposition processes for the Knowledge Store SharePoint site,Functional,MUST,HMT has established a new SharePoint site called the Knowledge Store and is now seeking to automate the site processes for archive<ET> retention and disposition.,True
AI technology,must review,HM Treasury's more than 17 million digital records to assess their status and clean the collection by removing ephemera<ET> duplicates<ET> and drafts,Functional,MUST,This update also presents an early opportunity for HMT to review its >17M digital records and assess their status and to develop methods to clean its holdings by removing ephemera<ET> duplicates<ET> and drafts.,True
AI system,must assess,file formats in the digital collection and identify and correct any integrity issues or corruptions,Functional,MUST,Assess the file formats in the collection<ET> identify and correct any integrity issues or corruptions.,True
AI system,must establish,active curation methods to maintain digital continuity of information and records over the long term,Knowledge management,MUST,To establish active curation methods to asses<ET> correct and maintain digital continuity of its information and records.,True
System,must integrate,Digital Sensitivity Review technology and methods developed in collaboration with a partner government department,Integration,MUST,There are a number of relevant DSR technology and methods that HMT wants to onboard and incorporate into this upgrade so that it has a series of related systems and has increased assurance of the full through life journey of its information / records.,True
New solution,must introduce,efficiencies and cost savings ensuring EDRMS capabilities continue to meet departmental needs,Functional,MUST,It is seeking to make upgrades and take advantage of new technology to automate the through life management of its holdings and introduce efficiencies and cost savings which will ensure Info Store capabilities continue to meet departmental needs.,True
AI-powered document review,must ensure compliance with,the Public Records Act 1958 for HM Treasury's digital records,Compliance,MUST,In response to the digital records coming in scope of the Public Records Act 1958 (PRA)<ET> over the last 4 years HMT developed a separate Digital Sensitivity Review (DSR) System in collaboration with another government Department.,True
AI chatbot LLM,must be configured,to minimise hallucinations and ensure controlled<ET> precise outputs through temperature and other model parameter settings,Quality,MUST,The chatbot's LLM parameters<ET> such as temperature<ET> must be configured to minimise hallucinations and ensure controlled<ET> precise outputs.,True
EC CNECT,prefers,European-developed LLMs such as Mistral where technically appropriate and legally viable<ET> aligned with EU digital sovereignty policy,Architecture,SHOULD,Preference shall be given to European-developed LLMs (e.g. Mistral) where technically appropriate and legally viable<ET> in line with the European Commission's digital sovereignty policy.,True
Chatbot,must ensure,full linguistic consistency<ET> accurate legal terminology<ET> and full functional parity across eight priority EU languages,Quality,MUST,The system must ensure high linguistic consistency<ET> accurate legal and policy terminology<ET> and full functional parity across these languages: English<ET> French<ET> German<ET> Spanish<ET> Italian<ET> Dutch<ET> Portuguese<ET> and Polish.,True
Chatbot,must also be operational in,all other official EU languages providing basic user assistance<ET> comprehensible responses<ET> and meeting accessibility standards,Functional,MUST,The chatbot must also be operational in all other official EU languages<ET> even if with a lower level of linguistic refinement. Responses in these languages must still provide basic user assistance<ET> be comprehensible<ET> and meet accessibility standards.,True
Chatbot,must be fully compatible with,the Drupal content management system used across European Commission web domains,Integration,MUST,The chatbot must be fully compatible with the European Commission's web environment and Drupal-based websites. The contractor shall ensure that the chatbot is compatible with the Drupal content management system.,True
Contractor,must provide,built-in options for generating periodic reports such as monthly usage summaries and trend analysis,Analytics,MUST,Built-in options for generating periodic reports (e.g. monthly usage summaries<ET> trend analysis).,True
Monitoring system,should be compatible with,established third-party monitoring tools such as Langfuse or Weights & Biases for deeper analysis,Analytics,SHOULD,Compatibility with established third-party monitoring tools (e.g. Langfuse<ET> Weights & Biases<ET> or equivalent) to support deeper analysis and monitoring is recommended.,True
AI chatbot,must adhere to,the highest standards of information security and all EU cybersecurity and data protection frameworks across all phases of the chatbot lifecycle,Compliance,MUST,The contractor must ensure that the chatbot solutions adhere to the highest standards of information security and are fully compliant with all security standards applicable to European Commission information systems. These requirements must be applied across all phases of the chatbot lifecycle.,True
Chatbot,must be accessible to,the widest possible number of users including those with visual<ET> auditory<ET> cognitive or physical disabilities<ET> targeting WCAG 2.1 Level AA,Accessibility,MUST,The contractor will therefore observe the technical Accessibility Guidelines (WCAG). The target compliance level is WCAG 2.1<ET> Level 'AA'.,True
AI chatbot,must not provide,any individual compliance assessment or legal opinion under any circumstance<ET> redirecting users to relevant rights and competent authorities instead,Governance,MUST,The chatbot shall not provide<ET> under any circumstance<ET> an assessment<ET> judgement<ET> or opinion on whether a specific platform<ET> service provider<ET> or piece of conduct is in compliance. When receiving such queries<ET> the chatbot shall inform the user politely that it cannot provide evaluations of legal compliance in individual cases.,True
,,,,,Proposal shall be submitted no later than 5:00 pm PST on January 7<ET> 2026<ET> and are to be addressed to Adam Araza<ET> Senior Business Systems Analyst.,False
,,,,,Proposals will be evaluated by the City evaluation committee. Points will be assigned based on the proposer's qualifications<ET> ability<ET> approach<ET> effectiveness and efficiency.,False
,,,,,Proposal submissions shall not exceed 15 pages (excluding cover letter<ET> resumes<ET> and acknowledgements of addenda).,False
,,,,,The cost proposal shall include the cost for implementation<ET> annual support for 1 year<ET> and optional services proposed.,False
,,,,,The vendor must have prior experience performing similar types and magnitude of work in production environments.,False
,,,,,The City of Cupertino was incorporated in 1955 and located in the foothills of the Santa Cruz mountains<ET> in the west end of Santa Clara County<ET> California.,False
,,,,,A target of max. 2 working days should not be exceeded for providing answers<ET> unless a question requires that the AI Office be consulted.,False
,,,,,All insurance policies will be endorsed to require the insurance carrier providing coverage to send notice ten days prior to the effective date of cancellation.,False
,,,,,The contractor shall ensure that the presentation of the texts<ET> tables and graphs is clear and complete and corresponds to commonly recognised standards for publication.,False
,,,,,When the contractor processes personal data in the context of the present contract<ET> the contractor must respect Regulation (EU) 2018/1725.,False
,,,,,The contractor must submit a quality plan with the tender specifying how it intends to control and ensure high quality monitoring of the services.,False
,,,,,Proposal submissions shall not exceed $3<ET>000<ET>000.00 in total proposed costs. Proposals that exceed this amount will not be considered for selection.,False
,,,,,Questions and requests for clarification shall be directed in writing via email by the due date and time specified in the Key Action Dates table.,False
,,,,,Proposers are required to be both responsive (fully compliant) and responsible (capable and qualified to perform work) relative to the solicitation requirements.,False
,,,,,The initial term of the contract shall be for three (3) years<ET> from September 1<ET> 2024<ET> to August 30<ET> 2027.,False
,,,,,Proposals which contain false or misleading statements may be rejected. If such information was intended to mislead Covered California it shall be grounds for rejection.,False
,,,,,Variants (alternatives to the model solution described in the tender specifications) are not allowed. The contracting authority will disregard any variants described in a tender.,False
,,,,,The chatbot's LLM temperature must be configured to keep response time under 3 seconds for 95% of queries.,False
,,,,,All contractors must comply with Regulation (EU) 2016/679 (GDPR) and Regulation (EU) 2018/1725 for personal data processing.,False
,,,,,This call for tenders is launched and managed by the European Commission<ET> DG CNECT – Communications Networks<ET> Content and Technology.,False
,,,,,Tenders must be submitted electronically via the EU Funding and Tenders portal before the deadline specified in the contract notice.,False
,,,,,The Puerto Rico Department of Economic Development and Commerce (PRDEDC) is the principal executive branch agency responsible for promoting and facilitating economic growth.,False
,,,,,This RFP is issued under the authority granted by Reorganization Plan No. 4 of 1994<ET> as amended<ET> consistent with the policy framework established under Act No. 60-2019.,False
,,,,,Proposals must be submitted electronically via the PRDEDC procurement portal no later than the deadline specified on the cover page.,False
,,,,,Proposals will be evaluated based on the following criteria: technical approach (40%)<ET> team qualifications (25%)<ET> past performance (20%)<ET> and cost (15%).,False
,,,,,The selected vendor must have a minimum of three years of experience in conversational AI implementation for public sector or government clients.,False
,,,,,Chatbot accuracy must meet ≥90% factual correctness in UAT before production and system availability must be 99.5% measured monthly.,False
,,,,,The first work order<ET> covering implementation analysis (deliverables 1-3)<ET> shall not exceed USD 20<ET>000. Any subsequent work orders shall not in total exceed USD 130<ET>000.,False
,,,,,WRI will not consider proposals from consultants that are presently debarred by the U.S. government or named on any restricted parties lists.,False
,,,,,All proposals must be received by 5:00pm EST on 19 September 2025 in electronic format to the contacts listed above.,False
,,,,,The team proposed by the vendor should have an advanced degree in Computer Science or similar and significant experience working with artificial intelligence technologies.,False
,,,,,The NDC Partnership is a global coalition<ET> bringing together 250 members<ET> including more than 130 countries<ET> and more than 110 institutions.,False
Texas A&M University,seeks to procure,a chatbot solution aimed at enhancing the utilisation of chatbots across various colleges and departments,Strategic objective,MUST,Texas A&M University is requesting proposals from qualified vendors to provide a chatbot solution aimed at enhancing the utilization of chatbots across various colleges and departments.,True
AI chatbot,must offer,an easy-to-use and intuitive interface enabling users to quickly and accurately search for relevant information and receive answers to their questions,Functional,MUST,The desired solution should offer an easy-to-use and intuitive interface<ET> enabling users to quickly and accurately search for relevant information and receive answers to their questions.,True
AI chatbot,must be buildable or updatable,with little or no coding using drag-and-drop tools as much as possible,Functional,MUST,It should be easy to build<ET> or update<ET> a chatbot with little or no coding; drag and drop should be used as much as possible.,True
AI chatbot,must integrate with,existing university systems and platforms,Integration,MUST,Compatibility with existing university systems and platforms is a required capability.,True
AI chatbot,must support,integration with social messaging platforms such as Facebook Messenger and Instagram,Integration,SHOULD,The chatbot should support integration with Facebook Messenger<ET> Instagram<ET> etc.,True
AI chatbot,must provide,comprehensive analytics and reporting features including exporting of various analytic data,Analytics,MUST,Comprehensive analytics and reporting features<ET> including exporting of various analytic data.,True
AI chatbot,must include,a user rating system and bot confidence rating system to identify low confidence or poorly rated responses,Quality,MUST,User rating system and bot confidence rating system so we could identify low confidence or poorly rated interactions.,True
Vendor,must provide,ongoing technical support with a dedicated contact that departments and colleges can reach out to,Maintenance,MUST,Ongoing technical support. Dedicated contact that departments and colleges can reach out to.,True
AI chatbot,must be,accessible on mobile and comply with the highest accessibility standards,Accessibility,MUST,Must be accessible on mobile and comply with highest accessibility standards.,True
Vendor,must provide,training for university staff on the chatbot solution,Training,MUST,Training for university staff is a required deliverable.,True
,,,,,Any agreement resulting from this RFP will be awarded to one vendor<ET> all or none. The intent of the Agreement is to be in effect for a period of five (5) years.,False
,,,,,Responses to inquiries which directly affect an interpretation or change to this RFP will be issued in writing by addendum and e-mailed to all parties.,False
,,,,,Exceptions listed in the proposal may negatively impact the proposal evaluation criteria outlined in Section 3 or lead to the rejection of the offer.,False
,,,,,Deadline for questions is March 12<ET> 2025 @ 2:00 p.m. CST. Deadline for Receipt of Proposal: April 15<ET> 2025 @ 2:00 p.m. CST.,False
NCTCOG TXShare,seeks to procure,AI consultancy services to enhance operational efficiency<ET> improve decision-making<ET> elevate service delivery<ET> and foster innovation across its member organisations,Strategic objective,MUST,NCTCOG and its TXShare Cooperative Purchasing Program aim to leverage Artificial Intelligence (AI) to enhance operational efficiency<ET> improve decision-making<ET> elevate service delivery<ET> and foster innovation across its organizations.,True
AI consultancy,must assess,current organisational processes and identify opportunities for AI integration across departments,Assessment,MUST,Assessing current organizational processes and identifying opportunities for AI integration<ET> with specific examples relevant to various departments.,True
AI consultancy,must develop,AI implementation roadmaps ensuring AI solutions are ethical<ET> secure<ET> and compliant with public sector requirements,Strategy,MUST,Providing expertise in identifying<ET> developing<ET> and implementing AI strategies and solutions<ET> ensuring that AI solutions are ethical<ET> secure<ET> and compliant with public sector requirements.,True
AI consultancy,must recommend,AI tools<ET> frameworks<ET> and applications to solve specific organisational challenges,Strategy,MUST,Recommending AI tools<ET> frameworks<ET> and applications to solve specific organizational challenges.,True
AI strategy,must support,public safety response optimisation<ET> citizen engagement tools<ET> and other departmental AI use cases,Functional,MUST,Assessing current organizational processes and identifying opportunities for AI integration<ET> with specific examples relevant to various departments (e.g.<ET> public safety response optimization<ET> citizen engagement tools).,True
AI solutions,must integrate,seamlessly with existing government systems,Integration,MUST,Ensuring they integrate seamlessly with existing systems.,True
AI consultancy,must address,change management including workforce development<ET> stakeholder communication<ET> and organisational readiness,Change management,MUST,Developing a change management plan including workforce development<ET> stakeholder communication<ET> and organisational readiness.,True
AI roadmap,must identify,necessary human<ET> technological<ET> and financial resources to implement the AI strategy,Strategy,MUST,We will identify the necessary human<ET> technological<ET> and financial resources to implement the AI strategy successfully.,True
AI solutions,must be evaluated for,cloud-based or on-premise deployment considering scalability<ET> security<ET> and cost-effectiveness,Architecture,MUST,We will evaluate whether a cloud-based or on-premise solution is more suitable<ET> taking into consideration factors such as scalability<ET> security<ET> and cost-effectiveness.,True
Vendor,must produce,a prioritised AI use case list in collaboration with NCTCOG considering impact<ET> feasibility<ET> and alignment with strategic vision,Deliverable,MUST,Once these use cases are identified<ET> we will prioritize them in collaboration with NCTCOG. Factors such as impact<ET> feasibility<ET> resource requirements<ET> and alignment with NCTCOG's strategic vision.,True
,,,,,Submission of your proposal must be through uploading the proposal via Public Purchase website no later than 2:00 PM CT on December 18<ET> 2024.,False
,,,,,Proposals shall be made in English in a searchable PDF format. NCTCOG assumes no responsibility for delays caused by any reason.,False
,,,,,There will be a non-mandatory pre-proposal conference at 10:00 AM CT on December 2<ET> 2024<ET> via Microsoft Teams.,False
,,,,,The desired outcome of this RFP is for NCTCOG to enter into a Master Services Agreement (MSA) with one or more Contractors.,False
NCTCOG TXShare,seeks to procure,AI language translation<ET> transcription<ET> and quality control services for municipalities<ET> counties<ET> and school districts,Strategic objective,MUST,NCTCOG seeks an experienced vendor to provide AI language translation<ET> transcription<ET> and quality control services to members of its TXShare Cooperative Purchasing Program.,True
AI translation system,must provide,real-time and batch translation services across multiple languages for government communications,Functional,MUST,The solution must provide real-time and batch translation services across multiple languages for government entities.,True
AI transcription system,must accurately,transcribe spoken government meetings<ET> hearings<ET> and public interactions into text,Functional,MUST,The system must accurately transcribe spoken government meetings<ET> hearings<ET> and public interactions into searchable text.,True
AI system,must include,quality control mechanisms to review and correct AI-generated translations and transcriptions,Quality,MUST,Quality control services must be included to review and correct AI-generated outputs.,True
AI translation,must support,language access for non-English speaking community members interacting with public services,Accessibility,MUST,The solution must support language access for non-English-speaking community members interacting with public services.,True
AI system,must integrate with,existing government platforms and workflows for document management and public communication,Integration,MUST,The system must integrate with existing government platforms and workflows.,True
AI transcription,must produce,searchable<ET> indexed records of public meetings compliant with open records requirements,Compliance,MUST,Transcriptions must produce searchable<ET> indexed public meeting records compliant with open records requirements.,True
Vendor,must be,a fully licensed provider authorised to do business in the locations selected by participating entities,Selection,MUST,Contractors to supply municipalities<ET> counties<ET> school districts and other governmental agencies with assistance from fully licensed vendors authorized to do business in the locations selected.,True
AI translation services,must be,scalable to serve the diverse needs of public entities ranging from small municipalities to large counties,Functional,MUST,The solution must be scalable to serve the diverse needs of public entities across Texas.,True
Vendor,must offer,a maximum five-year contract with proven experience in government language services,Selection,MUST,Contracts will be awarded for maximum five-year terms to vendors with proven experience in government language and transcription services.,True
,,,,,Electronic submission of proposals shall be made in English<ET> in searchable PDF format<ET> and must be uploaded via Bidnet Direct no later than 2:00 P.M. Central Time July 6<ET> 2025.,False
,,,,,A contract resulting from this RFP shall be effective for 24 months from the date of award and will automatically renew for up to three additional one-year periods.,False
,,,,,NCTCOG reserves the right to not award any contract as a result of this solicitation.,False
Law Center for Better Housing Chicago,seeks to upgrade,the Rentervention AI chatbot to better serve Chicago-area low-income renters seeking housing legal assistance,Strategic objective,MUST,The existing chatbot is called Rentervention (Renny for short) and acts as a first point of contact for Chicago-based tenants looking for housing-related help. LCBH is seeking a more effective and efficient chatbot solution.,True
AI chatbot,must serve as,a first point of contact for tenants seeking housing-related legal help on the LCBH and Rentervention websites,Functional,MUST,The chatbot acts as a first point of contact for Chicago-based tenants looking for housing-related help on the LCBH or Rentervention website(s).,True
AI chatbot,must provide,accurate<ET> accessible information about renters' housing rights and legal options to low-income users,Functional,MUST,LCBH provides free legal and supportive services to improve housing stability for lower income renters. The chatbot must provide accurate information about renters' housing rights and legal options.,True
Vendor,must deliver,all project stages including design<ET> development<ET> testing<ET> deployment<ET> and maintenance,Delivery,MUST,The selected vendor will be responsible for the following project stages. All responses should consider all phases listed in this scope of work.,True
AI chatbot,must be,accessible to users with varying digital literacy levels including low-income renters in Chicago,Accessibility,MUST,The solution must be accessible to users with varying digital literacy levels<ET> including low-income and non-English-speaking renters.,True
AI chatbot,must integrate with,the LCBH case management system to route users needing further legal assistance,Integration,MUST,The chatbot must integrate with LCBH's case management system to route users requiring further legal assistance to staff.,True
AI chatbot,must support,multilingual interactions to serve Chicago's diverse non-English-speaking renter population,Functional,MUST,The chatbot must support multilingual interactions to serve Chicago's diverse non-English-speaking renter population.,True
Vendor,must provide,ongoing maintenance and updates to keep legal information current and accurate,Maintenance,MUST,The vendor must provide ongoing maintenance and updates to ensure legal information remains current and accurate.,True
,,,,,Date Closed: December 20<ET> 2024. Proposals will be reviewed on a rolling basis.,False
,,,,,LCBH is the only non-profit law firm in the Chicago area that focuses solely on low- and moderate-income renters in the private housing market.,False
Iowa Finance Authority,seeks a partner to,develop and implement a homebuyer-focused AI chatbot that integrates directly into the lead funnel,Strategic objective,MUST,The vendor will serve as the implementer of a homebuyer-focused AI chatbot that integrates directly into the lead funnel. The selected partner will be responsible for recommending the most effective tool<ET> tailoring it to our specific needs.,True
AI chatbot,must assist,Iowans in becoming homeowners by optimising audience targeting and improving acquisition of prospective homebuyers,Functional,MUST,IFA is seeking a system that will elevate its past nationally recognized work<ET> refining the approach<ET> sharpening audience targeting<ET> optimizing acquisition costs and ultimately allowing it to assist more Iowans in becoming homeowners.,True
AI chatbot,must integrate seamlessly,into the IFA lead funnel and existing digital platforms,Integration,MUST,The chatbot must integrate directly into the lead funnel and flow seamlessly into the same platforms.,True
Vendor,must recommend,the most effective AI tool tailored to IFA's specific homebuyer outreach needs,Strategy,MUST,The selected partner will be responsible for recommending the most effective tool<ET> tailoring it to our specific needs.,True
AI system,must optimise,acquisition costs while improving homebuyer engagement,Functional,MUST,Optimizing acquisition costs and ultimately allowing IFA to assist more Iowans in becoming homeowners.,True
AI chatbot,must support,building generational wealth for Iowans through improved access to homeownership programmes,Strategic objective,MUST,Allowing IFA to assist more Iowans in becoming homeowners and building generational wealth.,True
,,,,,The Authority does not guarantee any minimum level of purchases under any contract resulting from this RFP.,False
,,,,,Questions must be in writing and received by the Issuing Officer before the date and time listed on the RFP cover sheet. Oral questions will not be permitted.,False
,,,,,Pursuant to Iowa Code section 19.2<ET> the Authority shall not expend any moneys to establish<ET> sustain<ET> or staff a diversity<ET> equity<ET> and inclusion office.,False
City of Oakland,seeks to collaborate with,AI companies and solution providers to pilot AI use cases that drive efficiency<ET> innovation<ET> and transformation across city operations,Strategic objective,MUST,The City is seeking proposals from AI companies and solutions providers to collaborate on pilot use cases using Artificial Intelligence to drive efficiency<ET> innovation<ET> and transformation across its operations.,True
AI pilot programme,must build on,the existing Microsoft Copilot 365 pilot programme and AI governance work already underway,Integration,MUST,The City has implemented a Microsoft Copilot 365 pilot program and is now seeking to expand AI collaboration with vendors.,True
AI working group,must develop,guidelines<ET> policies<ET> and evaluate AI technologies for use in city operations,Governance,MUST,In 2024<ET> the City convened an AI Working Group (AIWG) consisting of staff from each department to develop guidelines<ET> policies<ET> and evaluate AI technologies for use in City operations.,True
AI solutions,must incorporate,machine learning<ET> deep learning<ET> robotics (RPA)<ET> natural language processing<ET> and/or Generative AI,Functional,MUST,The City is seeking proposals using Artificial Intelligence such as machine learning<ET> deep learning<ET> robotics (RPA)<ET> natural language processing and/or Generative AI (GenAI).,True
AI pilots,must demonstrate,measurable efficiency<ET> innovation<ET> and transformation outcomes for city departments,Quality,MUST,AI pilot use cases must demonstrate measurable outcomes for efficiency<ET> innovation<ET> and transformation across city operations.,True
AI deployment,must comply with,the city's AI Working Group Interim Security Guidelines and Equity Statement,Governance,MUST,To date<ET> the AIWG has developed Interim Security Guidelines and an Equity Statement to guide AI work. AI deployments must comply with these frameworks.,True
AI solutions,must prioritise,data governance and data classification to manage and protect City data,Governance,MUST,The City has implemented a Microsoft Copilot 365 pilot program using data governance and classification to manage and protect City data.,True
AI vendors,must be,preferably based in or near the San Francisco/Oakland area and may include startups,Selection,SHOULD,The City is seeking proposals from AI companies and solutions providers<ET> including startups and companies based in the San Francisco/Oakland area.,True
,,,,,In 2024<ET> the City convened an AI Working Group (AIWG) consisting of staff from each department.,False
,,,,,This is a Request for Information (RFI)<ET> not a Request for Proposal. Responding to this RFI does not guarantee any contract award.,False
European Commission Digital Europe Programme,needs to establish,an AI Skills Academy to skill<ET> up-skill<ET> and re-skill students and professionals in generative AI development and application,Strategic objective,MUST,The AI Skills Academy will leverage collaboration between industry<ET> higher education<ET> and vocational training institutions to skill<ET> up-skill and re-skill students and professionals and facilitate their positioning in the EU labour market.,True
AI Skills Academy,must deliver,at least one educational programme at level 7 or 8 in the field of generative AI,Functional,MUST,The consortium should design and deliver at least one educational programme at level 7 or 8.,True
AI Skills Academy,must match,graduates' AI expertise with the needs of the AI market and of EU industries and the public sector,Strategic objective,MUST,Facilitate their positioning in the EU labour market<ET> matching their expertise with the needs of the AI market<ET> and of EU industries and the public sector.,True
Academy,must develop,content addressing GenAI development and application and virtual worlds as fast-evolving technology areas,Functional,MUST,Generative AI (GenAI) development and application is a priority topic. Virtual worlds are a fast-evolving technology gaining ground in more areas of our lives.,True
Academy,must foster,inclusiveness and gender balance in AI education and training programmes,Social value,MUST,Targeted efforts to strengthen inclusiveness and gender balance in AI<ET> where structural inequalities persist.,True
Academy,must support,the EU strategic objective of having enough AI specialists to drive EU competitiveness,Strategic objective,MUST,The scarcity of professionals with suitable profiles prevents more rapid advancements. The Academy aims to increase the overall competitiveness of the EU industries.,True
Academy,must explore,whether single or joint degree programmes will be delivered across partner institutions,Functional,MUST,It is left to the consortium to determine and explore if single or joint degree will be delivered.,True
Consortium,must include,a partnership between industry<ET> higher education institutions<ET> and vocational training institutions,Selection,MUST,The Academy will leverage the collaboration between industry<ET> higher education<ET> and vocational training institutions.,True
,,,,,Each project application under the call must address only one of these topics. Applicants wishing to apply for more than one topic must submit a separate proposal.,False
,,,,,The eligible costs and budget template can be found on the RFP webpage. Budgets should be commensurate with the scope<ET> duration<ET> and complexity of the work proposed.,False
,,,,,The Regulation (EU) 2021/694 of the European Parliament establishing the Digital Europe Programme is the legal basis for this call.,False
NCTCOG TXShare,seeks to procure,AI solutions that boost operational efficiency<ET> enhance service delivery<ET> and foster innovation across diverse public sector entities,Strategic objective,MUST,NCTCOG is seeking innovative proposals from qualified vendors to address critical challenges through Artificial Intelligence. The objective is to boost operational efficiency<ET> enhance service delivery<ET> and foster innovation across diverse public sector entities.,True
AI solutions,must improve,public services<ET> optimise data usage<ET> and increase citizen engagement for municipalities<ET> counties<ET> and school districts,Functional,MUST,We understand that the central challenge is to improve public services<ET> optimize data usage<ET> and increase citizen engagement by implementing effective AI solutions.,True
Vendor,must deliver,customised AI strategies and technologies tailored to the specific needs of participating public entities,Delivery,MUST,BoldTek is committed to delivering customized AI strategies and technologies tailored to the specific needs of NCTCOG and its member entities.,True
AI solutions,must address,infrastructure management<ET> workforce development<ET> emergency planning<ET> and public services for ageing populations,Functional,MUST,The Strategic Vision Plan will help position NCTCOG to effectively support member governments across areas such as infrastructure<ET> workforce development<ET> emergency planning<ET> and services for older populations.,True
AI implementation,must include,data governance<ET> ethical use policies<ET> and security safeguards from the outset,Governance,MUST,AI implementation must incorporate data governance<ET> ethical use policies<ET> and security safeguards from the outset.,True
AI solutions,must be,scalable to serve entities from small municipalities to large county governments,Functional,MUST,The solution must be scalable to serve public entities from small municipalities to large county governments across Texas.,True
Vendor,must support,a cooperative purchasing model enabling any TXShare participating entity to access awarded contracts,Delivery,MUST,Awarded contracts will be promoted via TXShare and available to municipalities<ET> counties<ET> school districts and other governmental agencies.,True
AI solutions,must demonstrate,measurable improvements in operational efficiency and service delivery with documented ROI,Quality,MUST,Demos<ET> examples<ET> and case studies showing proven success and ROI are strongly encouraged in proposals.,True
,,,,,Sealed proposals will be accepted until 2:00 PM CT<ET> January 17<ET> 2025<ET> and then publicly opened and read aloud.,False
,,,,,No member of the NCTCOG shall cast a vote on the provision of services by that member or on any matter which would provide a direct or indirect financial benefit to the member.,False
,,,,,By signing its submission<ET> Offeror acknowledges that it has read<ET> understands and agrees to comply with the NCTCOG terms and conditions.,False
Mississippi State University,seeks to procure,a virtual assistant solution to improve information access and self-service capabilities for students<ET> faculty<ET> and staff,Strategic objective,MUST,Mississippi State University is procuring a virtual assistant solution to improve information access and self-service capabilities across the university community.,True
Virtual assistant,must enable,students<ET> faculty<ET> and staff to quickly find accurate information through natural language queries,Functional,MUST,The virtual assistant must enable users to find accurate information quickly through natural language queries.,True
Virtual assistant,must integrate with,existing university systems including student information systems<ET> HR platforms<ET> and the campus portal,Integration,MUST,The solution must integrate with existing university systems including student information<ET> HR<ET> and campus portal platforms.,True
