"doc_id","doc_title","doc_url","req_id","subject","predicate","object","category","priority","source_sentence","is_requirement","neg_category","shacl_valid"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","https://reportcenter.highered.texas.gov/agency-publication/statement-of-work-781-3-29358-advi-chatbot-rev-1/","doc006_r005","ADVi chatbot","must provide","timely and accurate advising information to Texans looking to begin or complete their postsecondary journey","Functional","MUST","ADVi enables THECB to provide timely, accurate advising information to Texans who are looking to begin or complete their postsecondary journey.","true","","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","https://reportcenter.highered.texas.gov/agency-publication/statement-of-work-781-3-29358-advi-chatbot-rev-1/","doc006_r006","Vendor","must provide","continuous maintenance and support including any necessary patching and bug fixes","Maintenance","MUST","THECB seeks one or more vendors to continue the development and deployment of ADVi as well as provide continuous maintenance and support for the ADVi chatbot including any necessary patching and bug fixes.","true","","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","https://reportcenter.highered.texas.gov/agency-publication/statement-of-work-781-3-29358-advi-chatbot-rev-1/","doc006_r007","ADVi chatbot","must comply with","FERPA confidentiality and data governance provisions for student education records","Compliance","MUST","FERPA Confidentiality and Data Governance Provisions apply throughout the contract.","true","","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","https://reportcenter.highered.texas.gov/agency-publication/statement-of-work-781-3-29358-advi-chatbot-rev-1/","doc006_r008","ADVi chatbot","must be accessible to","displaced workers and adults seeking to reconsider their postsecondary options or reskill","Accessibility","MUST","ADVi must be accessible to Texans who may wish to reconsider their postsecondary options, as well as displaced workers seeking to find the right training or skills-based program to enhance their job prospects.","true","","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","https://reportcenter.highered.texas.gov/agency-publication/statement-of-work-781-3-29358-advi-chatbot-rev-1/","doc006_r009","Vendor","must meet","acceptance criteria verified through acceptance testing for all technical deliverables","Quality","MUST","Acceptance Criteria describe the standard to be met by the Vendor to fulfill the contract obligations.","true","","true"
"doc006","Texas THECB – ADVi Chatbot Statement of Work (No. 781-3-29358)","https://reportcenter.highered.texas.gov/agency-publication/statement-of-work-781-3-29358-advi-chatbot-rev-1/","doc006_r010","Vendor","must partner with","THECB to ensure all Texans are supported with critical information as they navigate their postsecondary journey","Collaboration","MUST","Awarded Respondent and THECB will partner to ensure that all Texans are supported with the critical information that is needed as those students navigate their postsecondary journey.","true","","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_r001","Covered California","needs to procure","AI and GenAI consultancy services to develop a technology assessment and strategic roadmap","Strategic objective","MUST","Potential Proposers are invited to review and respond to this Request for Proposal for General Artificial Intelligence (GAI) and Artificial Intelligence (AI) Consultancy Services.","true","","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_r002","Proposer","must be","both responsive (fully compliant) and responsible (capable and qualified to perform work)","Selection","MUST","Proposers are required to be both responsive (fully compliant) and responsible (capable and qualified to perform work) relative to the solicitation requirements.","true","","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_r003","Project team","must meet","minimum qualifications specified in Section 2.1 of the RFP","Selection","MUST","Project Team Minimum Qualifications are specified in Section 2.1.","true","","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_r004","Vendor","must complete","all scope of work requirements as described in Section 3.3 of the RFP","Functional","MUST","Scope of Work requirements are described in detail in Section 3.3.","true","","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_r005","Contract","must not exceed","$3,000,000.00 in total proposed costs over the contract term","Budget","MUST","Proposal submissions shall not exceed $3,000,000.00 in total proposed costs.","true","","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_r006","Vendor","must deliver","contract completion criteria as defined in Section 3.4","Quality","MUST","Contract Completion Criteria are defined in Section 3.4.","true","","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_r007","Vendor","must comply with","project assumptions and constraints outlined in Section 3.5","Compliance","MUST","Project Assumptions and Constraints are outlined in Section 3.5.","true","","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_r008","Proposer","must submit","a proposal package containing all required attachments, documents, narrative responses, and model contract exhibits","Administrative","MUST","Proposers must submit a proposal package that contains all required attachments, documents, narrative responses, and Model Contract exhibits.","true","","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_r009","Proposals","must be prepared to","provide a straightforward, concise delineation of the proposer's capabilities to satisfy the requirements","Quality","MUST","Narrative portions of proposals should be prepared to provide a straightforward, concise delineation of the Proposer's capabilities to satisfy the requirements of this RFP.","true","","true"
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_r010","Vendor","must meet","technical requirements as evaluated in Phase Two of the evaluation process","Selection","MUST","Phase Two evaluates Technical Requirements as stated in the procurement documents.","true","","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","https://reportcenter.highered.texas.gov/agency-publication/781-6-03935-advise-tx-hybrid-program/request-for-proposal-rfp-781-6-03935-advise-tx-hybrid-programpdf/","doc008_r001","Texas Higher Education Coordinating Board","seeks to deploy","a hybrid AI chatbot and human advising system for postsecondary student support","Strategic objective","MUST","The Advise TX Hybrid Program RFP combines AI chatbot services with case management integration to support student advising.","true","","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","https://reportcenter.highered.texas.gov/agency-publication/781-6-03935-advise-tx-hybrid-program/request-for-proposal-rfp-781-6-03935-advise-tx-hybrid-programpdf/","doc008_r002","Hybrid advising system","must integrate","AI chatbot services with FERPA-compliant case management via real-time message transfer","Integration","MUST","Requires FERPA-compliant case management, real-time message transfer via webhook, and escalation services.","true","","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","https://reportcenter.highered.texas.gov/agency-publication/781-6-03935-advise-tx-hybrid-program/request-for-proposal-rfp-781-6-03935-advise-tx-hybrid-programpdf/","doc008_r003","AI chatbot","must enable","seamless escalation from automated messaging to human advisors when needed","Functional","MUST","Escalation services from automated chatbot to human advisors must be seamlessly supported.","true","","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","https://reportcenter.highered.texas.gov/agency-publication/781-6-03935-advise-tx-hybrid-program/request-for-proposal-rfp-781-6-03935-advise-tx-hybrid-programpdf/","doc008_r004","System","must handle","both inbound student inquiries and proactive outreach campaigns","Functional","MUST","The solution must handle inbound student queries and support proactive outreach nudge campaigns.","true","","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","https://reportcenter.highered.texas.gov/agency-publication/781-6-03935-advise-tx-hybrid-program/request-for-proposal-rfp-781-6-03935-advise-tx-hybrid-programpdf/","doc008_r005","System","must comply with","FERPA data protection requirements for student education records throughout the contract","Compliance","MUST","All student data must be handled in strict compliance with FERPA requirements.","true","","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","https://reportcenter.highered.texas.gov/agency-publication/781-6-03935-advise-tx-hybrid-program/request-for-proposal-rfp-781-6-03935-advise-tx-hybrid-programpdf/","doc008_r006","Vendor","must provide","ongoing platform maintenance, technical support, and system enhancements","Maintenance","MUST","Ongoing platform maintenance and technical support is a required deliverable under the contract.","true","","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","https://reportcenter.highered.texas.gov/agency-publication/781-6-03935-advise-tx-hybrid-program/request-for-proposal-rfp-781-6-03935-advise-tx-hybrid-programpdf/","doc008_r007","Case management integration","must support","continuity of advising context across multiple student interactions and sessions","Functional","MUST","Case management integration must support the continuity of advising context across multiple interactions and sessions.","true","","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","https://reportcenter.highered.texas.gov/agency-publication/781-6-03935-advise-tx-hybrid-program/request-for-proposal-rfp-781-6-03935-advise-tx-hybrid-programpdf/","doc008_r008","System","must generate","actionable analytics on student engagement, outreach campaign performance, and chatbot outcomes","Analytics","MUST","Analytics on student engagement and chatbot performance are required deliverables.","true","","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","https://reportcenter.highered.texas.gov/agency-publication/781-6-03935-advise-tx-hybrid-program/request-for-proposal-rfp-781-6-03935-advise-tx-hybrid-programpdf/","doc008_r009","Vendor","must deliver","staff training on the hybrid AI-human advising model","Training","MUST","Staff training on the hybrid chatbot-human advising model is a required deliverable.","true","","true"
"doc008","Texas THECB – Advise TX Hybrid Program RFP (RFP 781-6-03935)","https://reportcenter.highered.texas.gov/agency-publication/781-6-03935-advise-tx-hybrid-program/request-for-proposal-rfp-781-6-03935-advise-tx-hybrid-programpdf/","doc008_r010","Vendor","must partner with","THECB to ensure equitable and effective advising support for all Texas students","Collaboration","MUST","The vendor will partner with THECB to ensure that all Texans receive the advising support they need.","true","","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","https://www.contractsfinder.service.gov.uk/Notice/Attachment/324d1ee5-e8e5-45dc-ae17-fc98f6195a16","doc009_r001","Crown Commercial Service","seeks to establish","a Dynamic Purchasing System providing a comprehensive range of AI services to UK public sector organisations","Strategic objective","MUST","Crown Commercial Service (CCS) is seeking to establish a Dynamic Purchasing Agreement (DPS) for the provision of Artificial Intelligence for all UK central government departments, wider public sector organisations and charities.","true","","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","https://www.contractsfinder.service.gov.uk/Notice/Attachment/324d1ee5-e8e5-45dc-ae17-fc98f6195a16","doc009_r002","RM6200 DPS","must provide","central government and wider public sector with opportunity to procure an extensive range of AI services","Functional","MUST","The RM6200 Artificial Intelligence DPS Agreement will provide central government and wider public sector departments with the opportunity to procure an extensive range of artificial intelligence services via a comprehensive number of suppliers.","true","","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","https://www.contractsfinder.service.gov.uk/Notice/Attachment/324d1ee5-e8e5-45dc-ae17-fc98f6195a16","doc009_r003","AI suppliers","must indicate","which categories and services they are able to bid for upon application to join the DPS","Administrative","MUST","Upon application to join the RM6200 DPS Agreement, bidders are required to indicate which categories and services they are able to bid for.","true","","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","https://www.contractsfinder.service.gov.uk/Notice/Attachment/324d1ee5-e8e5-45dc-ae17-fc98f6195a16","doc009_r004","DPS","must allow","new bidders to apply to join at any point during the agreement duration","Functional","MUST","A DPS eliminates unnecessary activity for the bidder. Bidders can apply to join the DPS at any point.","true","","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","https://www.contractsfinder.service.gov.uk/Notice/Attachment/324d1ee5-e8e5-45dc-ae17-fc98f6195a16","doc009_r005","DPS","must support","localism and social value by enabling appointed suppliers to bid for business locally, regionally or nationally","Social value","MUST","Supports localism and Social Value – enabling appointed suppliers to bid for business either locally, regionally or nationally.","true","","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","https://www.contractsfinder.service.gov.uk/Notice/Attachment/324d1ee5-e8e5-45dc-ae17-fc98f6195a16","doc009_r006","DPS","must drive","savings through the call for competition procedure and reduce customer costs and process cycle time","Functional","MUST","Savings – drives savings through the 'Call for Competition' procedure. Efficiencies – reduces Customers costs and process cycle time.","true","","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","https://www.contractsfinder.service.gov.uk/Notice/Attachment/324d1ee5-e8e5-45dc-ae17-fc98f6195a16","doc009_r007","Customers","must be able to","create bespoke specifications, competitions and contracts tailored to their AI needs","Functional","MUST","Dynamic – Customers can create bespoke specifications, competitions and contracts.","true","","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","https://www.contractsfinder.service.gov.uk/Notice/Attachment/324d1ee5-e8e5-45dc-ae17-fc98f6195a16","doc009_r008","AI services","must cover","the full scope of engagement including AI Readiness, Use Case Pilots, AI Safety, Design and Build, and Implementation","Functional","MUST","The four distinct categories comprise: Scope of Engagement including AI Readiness, Applicability and Value Analyses, Use Case Pilots, Research and Development, AI Safety, Design and Build, Implementation.","true","","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","https://www.contractsfinder.service.gov.uk/Notice/Attachment/324d1ee5-e8e5-45dc-ae17-fc98f6195a16","doc009_r009","AI suppliers","must comply with","the Centre for Data Ethics and Innovation's Data Ethics Framework and the Guidelines for AI Procurement","Governance","MUST","Suppliers shall comply with the Centre for Data Ethics and Innovation's guidelines for the ethical use of data, including for AI. The Office for AI published Guidelines for AI Procurement in June 2020.","true","","true"
"doc009","UK CCS – RM6200 Artificial Intelligence DPS Customer Needs v1.0","https://www.contractsfinder.service.gov.uk/Notice/Attachment/324d1ee5-e8e5-45dc-ae17-fc98f6195a16","doc009_r010","AI solutions","must enable","public sector organisations to commit to increasing diversity in the AI workforce","Social value","SHOULD","To enable public sector organisations to commit to increasing the diversity in the AI workforce and support efforts to address this.","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r001","European Commission DG CNECT","needs to design, develop, and deploy","two public-facing chatbots to support implementation of the Digital Services Act and the AI Act","Strategic objective","MUST","This call for tenders concerns the design, development, piloting, delivery, and maintenance of two public-facing chatbots to support the implementation and enforcement of both the Digital Services Act (DSA) and the AI Act.","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r002","DSA chatbot","must guide users","through key concepts of the DSA, provide tailored procedural advice, and support real-world engagement with platforms and authorities","Functional","MUST","The DSA chatbot will guide users (mainly citizens) through key concepts, provide tailored procedural advice, and support real-world engagement with platforms and authorities.","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r003","AI Act chatbot","must help","SMEs, start-ups, and stakeholders understand the AI Act and provide practical guidance on classification and compliance steps","Functional","MUST","This AI Act chatbot will help SMEs, start-ups, and other stakeholders understand the provisions of the regulation and will provide tailored, practical guidance on its application.","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r004","Both chatbots","must employ","context-aware assistance by tailoring responses based on query nature, platform type, and user location or language","Functional","MUST","The chatbots shall employ smart, context-aware assistance. They must tailor responses based on the nature of the query, platform type, and user location or language.","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r005","Both chatbots","must support","intent recognition and dialogue management to identify the purpose behind user queries","Functional","MUST","Support intent recognition and dialogue management, by identifying the purpose behind user queries using simple, predefined categories, such as asking for information, reporting an issue, or requesting guidance.","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r006","Both chatbots","must rely exclusively on","official, verifiable EU sources such as legal texts and Commission guidance for all content","Quality","MUST","Rely exclusively on official, verifiable EU sources (e.g. legal texts of the DSA and the AI Act, Commission guidance, implementing and delegated acts, etc.).","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r007","Both chatbots","must inform users","that they are interacting with an AI-based chatbot, not a human, to comply with AI Act transparency obligations","Governance","MUST","Information to users that they are interacting with an AI-based chatbot, not a human (to comply with the transparency obligations under the AI Act).","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r008","DSA chatbot","must not provide","any assessment or judgement on whether a specific platform or conduct is in compliance with the DSA","Governance","MUST","The chatbot shall not provide, under any circumstance, an assessment, judgement, or opinion on whether a specific platform, service provider, or piece of conduct is in compliance with the Digital Services Act.","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r009","Contractor","must maintain","continued availability and functionality including regular security updates, vulnerability management, and bug correction","Maintenance","MUST","Maintenance shall include not only ensuring the continued availability and functionality of the system but also implementing regular security updates, vulnerability management, and the correction of bugs or errors.","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r010","System","must comply with","GDPR and EU institutional data protection requirements for user data processing","Compliance","MUST","The privacy statement presented to users must clearly indicate the absence of profiling, automated decision-making producing legal effects, and evaluation of personal aspects.","true","","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_r011","Both chatbots","must apply","layered navigation to provide digestible content with the option for deeper exploration","Functional","MUST","Apply layered navigation (e.g. progressive disclosure) to provide digestible content with the option for deeper exploration.","true","","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","https://www.contractsfinder.service.gov.uk/Notice/Attachment/e5e49970-b2be-4c37-a814-6bdcf958c478","doc011_r001","Department for Education","needs to procure","generative AI hackathon and research services to test AI use cases in education","Strategic objective","MUST","The project is the Generative Artificial Intelligence Hackathon Research Project procured under the RM6200 AI DPS framework with ITT reference number ITT_35870.","true","","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","https://www.contractsfinder.service.gov.uk/Notice/Attachment/e5e49970-b2be-4c37-a814-6bdcf958c478","doc011_r002","Vendor","must outline","their approach to delivery of the project including methodology and timelines","Delivery","MUST","Outline your approach to delivery of this project is a required response in the proposal.","true","","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","https://www.contractsfinder.service.gov.uk/Notice/Attachment/e5e49970-b2be-4c37-a814-6bdcf958c478","doc011_r003","Vendor","must outline","their approach to ethics, safeguarding, data protection, and intellectual property in delivering the project","Governance","MUST","Outline your approach to ethics, safeguarding, data protection, and intellectual property is a required proposal section.","true","","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","https://www.contractsfinder.service.gov.uk/Notice/Attachment/e5e49970-b2be-4c37-a814-6bdcf958c478","doc011_r004","Vendor","must provide","a sound methodology for setting success criteria, testing use cases, generating training datasets, training models, and analysing findings","Methodology","MUST","Provide a sound methodology for setting success criteria, testing use cases, generation of training dataset, training model, and analysis of findings, as well as how you will conduct the hackathons and user testing elements.","true","","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","https://www.contractsfinder.service.gov.uk/Notice/Attachment/e5e49970-b2be-4c37-a814-6bdcf958c478","doc011_r005","Vendor","must demonstrate","expertise in and understanding of generative AI including specific tools to be used for testing education use cases","Selection","MUST","Demonstrate your organisation's expertise in, and understanding of, generative AI. Provide examples of which generative AI tools may you use to test the education use cases.","true","","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","https://www.contractsfinder.service.gov.uk/Notice/Attachment/e5e49970-b2be-4c37-a814-6bdcf958c478","doc011_r006","Vendor","must demonstrate","skills in training and optimising generative AI across a range of use cases","Selection","MUST","Demonstrate your organisation's skills in, and experience of, successfully training and optimising generative AI across a range of use cases, and how you will apply it to this activity.","true","","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","https://www.contractsfinder.service.gov.uk/Notice/Attachment/e5e49970-b2be-4c37-a814-6bdcf958c478","doc011_r007","Vendor","must demonstrate","skills in the creation of dummy, synthetic or open-source datasets","Selection","MUST","Demonstrate your organisation's skills in, and experience of, the creation of dummy, synthetic or open-source data-sets, and how you will apply it to this requirement.","true","","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","https://www.contractsfinder.service.gov.uk/Notice/Attachment/e5e49970-b2be-4c37-a814-6bdcf958c478","doc011_r008","Vendor","must demonstrate","skills in user testing, management of participants, and event facilitation","Selection","MUST","Demonstrate your organisation's skills in, and experience of, user testing, management of participants, and event facilitation, and how you will apply it to this activity.","true","","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","https://www.contractsfinder.service.gov.uk/Notice/Attachment/e5e49970-b2be-4c37-a814-6bdcf958c478","doc011_r009","Vendor","must provide","access to the trained model to the Department for 12 months post-final report for testing in an education setting","Deliverable","MUST","Describe how you will provide access to the trained model to the Department for 12 months post-final report, for the purposes of testing in an Education setting.","true","","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","https://www.contractsfinder.service.gov.uk/Notice/Attachment/e5e49970-b2be-4c37-a814-6bdcf958c478","doc011_r010","Vendor","must deliver","additional environmental benefits in the performance of the contract including working towards net zero greenhouse gas emissions","Social value","MUST","Deliver additional environmental benefits in the performance of the contract including working towards net zero greenhouse gas emissions.","true","","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","https://www.treasury.gov.ph/wp-content/uploads/2025/08/TOR-MS-Project-and-Copilot2025.pdf","doc012_r001","Bureau of the Treasury Philippines","needs to procure","Microsoft 365 Copilot and Project Management Tool licenses to support intelligent automation for staff","Strategic objective","MUST","The project aims to procure Microsoft 365 Copilot and Project Management Tool Licenses for the Bureau of the Treasury (BTr).","true","","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","https://www.treasury.gov.ph/wp-content/uploads/2025/08/TOR-MS-Project-and-Copilot2025.pdf","doc012_r002","Microsoft 365 Copilot","must support","intelligent automation for BTr staff","Functional","MUST","The Microsoft 365 Copilot will support intelligent automation.","true","","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","https://www.treasury.gov.ph/wp-content/uploads/2025/08/TOR-MS-Project-and-Copilot2025.pdf","doc012_r003","Microsoft 365 Copilot","must provide","context-aware suggestions to assist staff in their work","Functional","MUST","Provide context-aware suggestions.","true","","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","https://www.treasury.gov.ph/wp-content/uploads/2025/08/TOR-MS-Project-and-Copilot2025.pdf","doc012_r004","Microsoft 365 Copilot","must assist in","transcribing, summarizing, and generating insights from meetings","Functional","MUST","Assist in transcribing, summarizing, and generating insights from meetings.","true","","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","https://www.treasury.gov.ph/wp-content/uploads/2025/08/TOR-MS-Project-and-Copilot2025.pdf","doc012_r005","Project management tool","must streamline","tasks, automate workflows, and improve team collaboration","Functional","MUST","Project management tool will streamline tasks, automate workflows, and will improve team collaboration.","true","","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","https://www.treasury.gov.ph/wp-content/uploads/2025/08/TOR-MS-Project-and-Copilot2025.pdf","doc012_r006","Microsoft 365 Copilot","must include","all features of Copilot for Microsoft 365","Functional","MUST","All features of Copilot for Microsoft 365 must be included.","true","","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","https://www.treasury.gov.ph/wp-content/uploads/2025/08/TOR-MS-Project-and-Copilot2025.pdf","doc012_r007","Licenses","must be added","to the existing Microsoft 365 subscriptions of the Bureau","Integration","MUST","The product licenses must be added to the existing M365 subscriptions of the Bureau.","true","","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","https://www.treasury.gov.ph/wp-content/uploads/2025/08/TOR-MS-Project-and-Copilot2025.pdf","doc012_r008","Vendor","must be","a certified partner for the product being offered with supporting documentation","Selection","MUST","The vendor must be a certified partner for the product being offered. Must submit certificate/s as proof.","true","","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","https://www.treasury.gov.ph/wp-content/uploads/2025/08/TOR-MS-Project-and-Copilot2025.pdf","doc012_r009","Vendor","must provide","8x5 technical support service via email, phone, or online as needed during the subscription period","Maintenance","MUST","8 x 5 technical support service via email/phone/online as the need arises.","true","","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","https://www.treasury.gov.ph/wp-content/uploads/2025/08/TOR-MS-Project-and-Copilot2025.pdf","doc012_r010","Vendor","must provide","security and software updates within the subscription period","Maintenance","MUST","Security and software updates within the subscription period.","true","","true"
