"doc_id","doc_title","req_id","subject","predicate","object","category","priority","source_sentence","shacl_valid"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r005","Both chatbots","must support","intent recognition and dialogue management to identify the purpose behind user queries","Functional","MUST","Support intent recognition and dialogue management, by identifying the purpose behind user queries using simple, predefined categories, such as asking for information, reporting an issue, or requesting guidance.","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r006","Both chatbots","must rely exclusively on","official, verifiable EU sources such as legal texts and Commission guidance for all content","Quality","MUST","Rely exclusively on official, verifiable EU sources (e.g. legal texts of the DSA and the AI Act, Commission guidance, implementing and delegated acts, etc.).","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r007","Both chatbots","must inform users","that they are interacting with an AI-based chatbot, not a human, to comply with AI Act transparency obligations","Governance","MUST","Information to users that they are interacting with an AI-based chatbot, not a human (to comply with the transparency obligations under the AI Act).","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r008","DSA chatbot","must not provide","any assessment or judgement on whether a specific platform or conduct is in compliance with the DSA","Governance","MUST","The chatbot shall not provide, under any circumstance, an assessment, judgement, or opinion on whether a specific platform, service provider, or piece of conduct is in compliance with the Digital Services Act.","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r009","Contractor","must maintain","continued availability and functionality including regular security updates, vulnerability management, and bug correction","Maintenance","MUST","Maintenance shall include not only ensuring the continued availability and functionality of the system but also implementing regular security updates, vulnerability management, and the correction of bugs or errors.","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r010","System","must comply with","GDPR and EU institutional data protection requirements for user data processing","Compliance","MUST","The privacy statement presented to users must clearly indicate the absence of profiling, automated decision-making producing legal effects, and evaluation of personal aspects.","true"
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","doc010_r011","Both chatbots","must apply","layered navigation to provide digestible content with the option for deeper exploration","Functional","MUST","Apply layered navigation (e.g. progressive disclosure) to provide digestible content with the option for deeper exploration.","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","doc011_r001","Department for Education","needs to procure","generative AI hackathon and research services to test AI use cases in education","Strategic objective","MUST","The project is the Generative Artificial Intelligence Hackathon Research Project procured under the RM6200 AI DPS framework with ITT reference number ITT_35870.","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","doc011_r002","Vendor","must outline","their approach to delivery of the project including methodology and timelines","Delivery","MUST","Outline your approach to delivery of this project is a required response in the proposal.","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","doc011_r003","Vendor","must outline","their approach to ethics, safeguarding, data protection, and intellectual property in delivering the project","Governance","MUST","Outline your approach to ethics, safeguarding, data protection, and intellectual property is a required proposal section.","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","doc011_r004","Vendor","must provide","a sound methodology for setting success criteria, testing use cases, generating training datasets, training models, and analysing findings","Methodology","MUST","Provide a sound methodology for setting success criteria, testing use cases, generation of training dataset, training model, and analysis of findings, as well as how you will conduct the hackathons and user testing elements.","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","doc011_r005","Vendor","must demonstrate","expertise in and understanding of generative AI including specific tools to be used for testing education use cases","Selection","MUST","Demonstrate your organisation's expertise in, and understanding of, generative AI. Provide examples of which generative AI tools may you use to test the education use cases.","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","doc011_r006","Vendor","must demonstrate","skills in training and optimising generative AI across a range of use cases","Selection","MUST","Demonstrate your organisation's skills in, and experience of, successfully training and optimising generative AI across a range of use cases, and how you will apply it to this activity.","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","doc011_r007","Vendor","must demonstrate","skills in the creation of dummy, synthetic or open-source datasets","Selection","MUST","Demonstrate your organisation's skills in, and experience of, the creation of dummy, synthetic or open-source data-sets, and how you will apply it to this requirement.","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","doc011_r008","Vendor","must demonstrate","skills in user testing, management of participants, and event facilitation","Selection","MUST","Demonstrate your organisation's skills in, and experience of, user testing, management of participants, and event facilitation, and how you will apply it to this activity.","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","doc011_r009","Vendor","must provide","access to the trained model to the Department for 12 months post-final report for testing in an education setting","Deliverable","MUST","Describe how you will provide access to the trained model to the Department for 12 months post-final report, for the purposes of testing in an Education setting.","true"
"doc011","UK Department for Education – GenAI Hackathon Research Project (ITT_35870)","doc011_r010","Vendor","must deliver","additional environmental benefits in the performance of the contract including working towards net zero greenhouse gas emissions","Social value","MUST","Deliver additional environmental benefits in the performance of the contract including working towards net zero greenhouse gas emissions.","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","doc012_r001","Bureau of the Treasury Philippines","needs to procure","Microsoft 365 Copilot and Project Management Tool licenses to support intelligent automation for staff","Strategic objective","MUST","The project aims to procure Microsoft 365 Copilot and Project Management Tool Licenses for the Bureau of the Treasury (BTr).","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","doc012_r002","Microsoft 365 Copilot","must support","intelligent automation for BTr staff","Functional","MUST","The Microsoft 365 Copilot will support intelligent automation.","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","doc012_r003","Microsoft 365 Copilot","must provide","context-aware suggestions to assist staff in their work","Functional","MUST","Provide context-aware suggestions.","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","doc012_r004","Microsoft 365 Copilot","must assist in","transcribing, summarizing, and generating insights from meetings","Functional","MUST","Assist in transcribing, summarizing, and generating insights from meetings.","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","doc012_r005","Project management tool","must streamline","tasks, automate workflows, and improve team collaboration","Functional","MUST","Project management tool will streamline tasks, automate workflows, and will improve team collaboration.","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","doc012_r006","Microsoft 365 Copilot","must include","all features of Copilot for Microsoft 365","Functional","MUST","All features of Copilot for Microsoft 365 must be included.","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","doc012_r007","Licenses","must be added","to the existing Microsoft 365 subscriptions of the Bureau","Integration","MUST","The product licenses must be added to the existing M365 subscriptions of the Bureau.","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","doc012_r008","Vendor","must be","a certified partner for the product being offered with supporting documentation","Selection","MUST","The vendor must be a certified partner for the product being offered. Must submit certificate/s as proof.","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","doc012_r009","Vendor","must provide","8x5 technical support service via email, phone, or online as needed during the subscription period","Maintenance","MUST","8 x 5 technical support service via email/phone/online as the need arises.","true"
"doc012","Philippines Bureau of the Treasury – Microsoft 365 Copilot TOR (2025)","doc012_r010","Vendor","must provide","security and software updates within the subscription period","Maintenance","MUST","Security and software updates within the subscription period.","true"
